## Soviet Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#Red Army Upgrades before GPW.;;;;;;;;;;;;;;x
23_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12122;23rd Tank Corps was set up in Krasny Oskol in May 1942 and placed under the command of General Abram M. Khasin. It consisted of the 57th, 114th and 131st Tank Brigades, assisted by the 23rd Motorized Brigade.\n\nMade up primarily of US Lend Lease tanks, it was upgraded in June 1943 and January 1944 with artillery and anti-tank assets.;;;;;;;;;;;;;x
24_Tank_Corps_decision_title;Form the 24th Tank Corps (1942).;;;;;;;;;;;;;x
24_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12123;24th Tank Corps was set up in Stalingrad in June 1942 and placed under the command of General Vasilii M. Badanov. It consisted of the 54th and 130th Tank Brigades, 24th Motorized Brigade and 4th Guards Tank Brigade.\n\nIt was granted the Guard status in January 1943, becoming the 2nd Guards Tank Corps.;;;;;;;;;;;;;x
25_Tank_Corps_decision_title;Form the 25th Tank Corps (1942).;;;;;;;;;;;;;x
25_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12124;25th Tank Corps was set up in Moscow in June 1942 and placed under the command of General Piotr P. Pavlov. It consisted of the 111th, 162nd and 175th Tank Brigades, assisted by the 16th Motorized Brigade.\n\nIt was upgraded in July 1943 and January 1944.;;;;;;;;;;;;;x
1st_Tank_Corps_1943_decision_title;Upgrade the 1st Tank Corps (1943).;;;;;;;;;;;;;x
1st_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12125;The 1st Tank Corps was upgraded in February 1943 with various artillery support elements like SU-76s, mortar regiment and AT guns. Its brigade composition didn't change but Mikhail E. Katukov was replaced by General Vasilii B. Butkov until the end of the war.\n\n§RThe last upgrade will happen in March 1944.§W;;;;;;;;;;;;;x
3rd_Tank_Corps_1943_decision_title;Upgrade the 3rd Tank Corps (1943).;;;;;;;;;;;;;x
3rd_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12126;The 3rd Tank Corps was upgraded in May 1943 with various artillery support elements like SU-76s, a mortar regiment and AT guns. It was placed under the command of General Maksim D. Sinenko and was deployed in Bryansk (Central Front).\n\n3rd Tank Corps was renamed to 9th Guards Tank Corps in November 1943.;;;;;;;;;;;;;x
5th_Tank_Corps_1943_decision_title;Upgrade the 5th Tank Corps (1943).;;;;;;;;;;;;;x
5th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12127;The 5th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76s, a mortar regiment and AT guns. It was placed under the command of General Mikhail G. Sakhno and was deployed in Moscow.\n\nEventually this corps was upgraded in March 1944.;;;;;;;;;;;;;x
9th_Tank_Corps_1943_decision_title;Upgrade the 9th Tank Corps (1943).;;;;;;;;;;;;;x
9th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12128;The 9th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76s, a mortar regiment and AT guns. It was placed under the command of General Semion I. Bogdanov and was deployed in Voronezh.\n\nEventually this corps was upgraded in March 1944.;;;;;;;;;;;;;x
10th_Tank_Corps_1943_decision_title;Upgrade the 10th Tank Corps (1943).;;;;;;;;;;;;;x
10th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12129;The 10th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76s, a mortar regiment and AT guns. It was placed under the command of General Vasilii G. Burkov and was deployed in Stary Oskol.\n\nEventually this corps was upgraded in March 1944.;;;;;;;;;;;;;x
11th_Tank_Corps_1943_decision_title;Upgrade the 11th Tank Corps (1943).;;;;;;;;;;;;;x
11th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12130;The 11th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76, a mortar regiment and ZiS-2 AT guns. It was placed under the command of General Nikolai N. Radkevich and was deployed in Bryansk.\n\nEventually this corps was upgraded in January 1944.;;;;;;;;;;;;;x
16th_Tank_Corps_1943_decision_title;Upgrade the 16th Tank Corps (1943).;;;;;;;;;;;;;x
16th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12131;The 16th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It was placed under the command of General Vasilii E. Grigorev and was deployed in Voronezh.\n\nEventually 16th Tank Corps became 12th Guards Tank Corps in November 1944.;;;;;;;;;;;;;x
18th_Tank_Corps_1943_decision_title;Upgrade the 18th Tank Corps (1943).;;;;;;;;;;;;;x
18th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12132;The 18th Tank Corps was upgraded in June 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It remained under the command of General Boris S. Bakharov and was deployed in Voronezh.\n\n§RThe last upgrade of this tank corps will happen in January 1944.§W;;;;;;;;;;;;;x
19th_Tank_Corps_1943_decision_title;Upgrade the 19th Tank Corps (1943).;;;;;;;;;;;;;x
19th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12133;The 19th Tank Corps was upgraded in September 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It remained under the command of General Ivan D. Vasilev and was deployed in Stalingrad.\n\n§RThe last upgrade of this tank corps will happen in January 1944.§W;;;;;;;;;;;;;x
20th_Tank_Corps_1943_decision_title;Upgrade the 20th Tank Corps (1943).;;;;;;;;;;;;;x
20th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12134;The 20th Tank Corps was upgraded in July 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It was placed under the command of General Ivan G. Lazarev and was deployed in Tula.\n\n§RThe last upgrade of this tank corps will happen in January 1944.§W;;;;;;;;;;;;;x
23rd_Tank_Corps_1943_decision_title;Upgrade the 23rd Tank Corps (1943).;;;;;;;;;;;;;x
23rd_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12135;The 23rd Tank Corps was upgraded in July 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It was placed under the command of General Efim G. Pushkin and was deployed in Kharkov.\n\n§RThe last upgrade of this tank corps happened in January 1944.§W;;;;;;;;;;;;;x
25th_Tank_Corps_1943_decision_title;Upgrade the 25th Tank Corps (1943).;;;;;;;;;;;;;x
25th_Tank_Corps_1943_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12136;The 25th Tank Corps was upgraded in July 1943 with various artillery support elements like SU-76s, a mortar regiment and ZiS-2 AT guns. It was placed under the command of General Fiodor G. Anikushkin and was deployed in Tula.\n\n§RThe last upgrade of this tank corps happened in January 1944.§W;;;;;;;;;;;;;x
29th_Tank_Corps_1943_decision_title;Form the 29th Tank Corps (1943).;;;;;;;;;;;;;x
29th_Tank_Corps_1943_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12137;The 29th Tank Corps was raised in March 1943, in Naro Fominsk (Moscow Military District). Under the command of General Evgenii I.Fominykh, it consisted of the 25th, 31st and 32nd Tank Brigades, assisted by the 53rd Motorized Rifle Brigade. It was sent to the Steppe Front in spring, and assigned to the 5th Guards Tank Army.\n\n29th Tank Corps was upgraded in January 1945 and reassigned to the Belorussian Front.;;;;;;;;;;;;;x
30th_Tank_Corps_1943_decision_title;Form the 30th Tank Corps (1943).;;;;;;;;;;;;;x
30th_Tank_Corps_1943_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12138;The 30th Tank Corps was raised in April 1943 in the Ural Military District. Under the command of General Georgii S. Rodin, it consisted of the 197th, 243rd and 244th Tank Brigades assisted by the 30th Motorized Rifle Brigade.\n\n30th 'Ural' Tank Corps received Guards status in October 1943, becoming the 10th Guards Tank Corps.;;;;;;;;;;;;;x
31st_Tank_Corps_1943_decision_title;Form the 31st Tank Corps (1943).;;;;;;;;;;;;;x
31st_Tank_Corps_1943_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12139;The 31st Tank Corps was created in Oboyan, in March-April 1943, with tank regiments coming from the 1st Tank Army. Placed under the command of General Dmitrii K. Chernienko, it was only made of 3 tank brigades (the 100th, 237th and 242nd) with no motorized infantry brigade in support.\n\nThis corps was upgraded in January 1944 in Moscow before being assigned to the 1st Ukrainian Front, this time supported by the 65th Motorized Rifle Brigade.;;;;;;;;;;;;;x
1st_Tank_Corps_1944_decision_title;Upgrade the 1st Tank Corps (1944).;;;;;;;;;;;;;x
1st_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12140;The 1st Tank Corps was upgraded in March 1944. It became a more powerful formation, using SU-85s, ISU-122/152 self propelled guns and halftracks from Lend-Lease.;;;;;;;;;;;;;x
5th_Tank_Corps_1944_decision_title;Upgrade the 5th Tank Corps (1944).;;;;;;;;;;;;;x
5th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12141;The 5th Tank Corps was upgraded in March 1944. It became a more powerful formation, using SU-85s, ISU-122/152 self propelled guns and halftracks from Lend-Lease.;;;;;;;;;;;;;x
9th_Tank_Corps_1944_decision_title;Upgrade the 9th Tank Corps (1944).;;;;;;;;;;;;;x
9th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12142;The 9th Tank Corps was upgraded in March 1944. It became a more powerful formation, using SU-85s, ISU-122/152 self propelled guns and halftracks from Lend-Lease.;;;;;;;;;;;;;x
10th_Tank_Corps_1944_decision_title;Upgrade the 10th Tank Corps (1944).;;;;;;;;;;;;;x
10th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12143;The 10th Tank Corps was upgraded in March 1944. It became a more powerful formation, using SU-85s, ISU-122/152 self propelled guns and halftracks from Lend-Lease.;;;;;;;;;;;;;x
11th_Tank_Corps_1944_decision_title;Upgrade the 11th Tank Corps (1944).;;;;;;;;;;;;;x
11th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12144;The 11th Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
18th_Tank_Corps_1944_decision_title;Upgrade the 18th Tank Corps (1944).;;;;;;;;;;;;;x
18th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12145;The 18th Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
19th_Tank_Corps_1944_decision_title;Upgrade the 19th Tank Corps (1944).;;;;;;;;;;;;;x
19th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12146;The 19th Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks and tanks from Lend-Lease.;;;;;;;;;;;;;x
20th_Tank_Corps_1944_decision_title;Upgrade the 20th Tank Corps (1944).;;;;;;;;;;;;;x
20th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12147;The 20th Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
23rd_Tank_Corps_1944_decision_title;Upgrade the 23rd Tank Corps (1944).;;;;;;;;;;;;;x
23rd_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12148;The 23rd Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
25th_Tank_Corps_1944_decision_title;Upgrade the 25th Tank Corps (1944).;;;;;;;;;;;;;x
25th_Tank_Corps_1944_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12149;The 25th Tank Corps was upgraded in January 1944. It became a more powerful formation, by the addition of a Heavy Tank Regiment, Zis-3 AT guns and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
29th_Tank_Corps_1945_decision_title;Upgrade the 29th Tank Corps (1945).;;;;;;;;;;;;;x
29th_Tank_Corps_1945_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12150;The 29th Tank Corps was upgraded in January 1945. Placed under the command of General Ksenofont M. Malahkov, it became a more powerful formation by the addition of a Heavy Tank Regiment, Zis-3/M30 AT guns, various support tanks (SU-85s and US M-10s) and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
31st_Tank_Corps_1945_decision_title;Upgrade the 31st Tank Corps (1945).;;;;;;;;;;;;;x
31st_Tank_Corps_1945_decision_desc;This decision will upgrade a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12151;The 29th Tank Corps was upgraded in January 1945. Placed under the command of General Vasilii E. Grigorev, it became a more powerful formation by the addition of a Heavy Tank Regiment, Zis-3/M30 AT guns, various support tanks (SU-85s, SU-76s and SU-122s) and a full complement of US halftracks from Lend-Lease.;;;;;;;;;;;;;x
1st_Mech_Corps_1942_decision_title;Form the 1st Mechanized Corps (1942).;;;;;;;;;;;;;x
1st_Mech_Corps_1942_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12200;In September 1942, realizing the need for a large mobile unit that could move rapidly, seize objectives deep in the enemy’s rear area and defend itself against counterattacks, Stavka started the formation of new mobile formations named Mechanized Corps, to support the newly created Tank Corps. Essentially they were large armored divisions with plenty of infantry, composed of 2 tank and 3 motorized infantry brigades.\n\nThe 1st Mechanized Corps was assigned to the Kalinin Front and placed under the command of General Mikhail D. Solomatin. It got upgraded in 1943 and 1944.;;;;;;;;;;;;;;x
