###########################################################;;;;;;;;;;;;;x
USA_destroyer_technology_0;WWI Blueprint;;;;;;;;;;;;;x
USA_destroyer_technology_1;BuShips 1918 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_technology_2;BuShips 1930 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_technology_3;BuShips 1932 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_technology_4;BuShips 1934 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_0;;;;;;;;;;;;;;x
USA_destroyer_class_1;BuShips 1936 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_2;BuShips 1938 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_3;BuShips 1940 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_4;BuShips 1942 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_5;BuShips 1944 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_6;BuShips 1946 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_7;BuShips 1948 Destroyer Blueprint;;;;;;;;;;;;;x
USA_destroyer_class_8;BuShips 1950 Destroyer Blueprint;;;;;;;;;;;;;x
USA_frigate_class_0;;;;;;;;;;;;;;x
USA_frigate_class_1;BuShips 1939 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_2;BuShips 1940 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_3;BuShips 1942 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_4;BuShips 1944 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_5;BuShips 1946 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_6;BuShips 1948 Frigate Blueprint;;;;;;;;;;;;;x
USA_frigate_class_7;BuShips 1950 Frigate Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_0;;;;;;;;;;;;;;x
USA_torpedo_boat_class_1;BuShips 1918 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_2;BuShips 1932 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_3;BuShips 1934 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_4;BuShips 1936 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_5;BuShips 1938 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_6;BuShips 1940 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_7;BuShips 1942 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_8;BuShips 1944 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_9;BuShips 1946 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_10;BuShips 1948 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_torpedo_boat_class_11;BuShips 1950 Torpedo Boat Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_0;;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_1;BuShips 1918 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_2;BuShips 1932 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_3;BuShips 1934 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_4;BuShips 1936 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_5;BuShips 1938 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_6;BuShips 1940 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_7;BuShips 1942 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_8;BuShips 1944 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_9;BuShips 1946 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_10;BuShips 1948 MTB Blueprint;;;;;;;;;;;;;x
USA_motor_torpedo_boat_class_11;BuShips 1950 MTB Blueprint;;;;;;;;;;;;;x
USA_largewarship_surface_radar_hidden_9;SC-5 / SG-C;;;;;;;;;;;;;;x
USA_largewarship_surface_radar_hidden_10;SC-6 / SG-C;;;;;;;;;;;;;;x
USA_largewarship_surface_radar_hidden_11;SC-6 / SG-D;;;;;;;;;;;;;;x
USA_largewarship_surface_radar_hidden_12;SC-7 / SG-D;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_1;SC-1;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_2;SC-1;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_3;SC-2;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_4;SC-3;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_5;SC-3A;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_6;SC-4;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_7;SC-4;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_8;SC-5;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_9;SC-5;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_10;SC-6;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_11;SC-7;;;;;;;;;;;;;;x
USA_largewarship_air_detection_radar_hidden_12;SC-8;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_1;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_2;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_3;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_4;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_5;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_6;;;;;;;;;;;;;;;x
USA_capitalship_damage_control_hidden_7;;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_1;9-ft RF, Mk I director;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_2;24-ft RF, Mk I Mod.1–3 director, Dumaresq Mk I/II;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_3;24-ft RF, Mk I Mod.4 director, Dumaresq Mk II;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_4;24-ft RF, Mk I Mod.5 director, Dumaresq Mk II, Mk 8/13 radar;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_5;24-ft RF, Mk I Mod.5 director, Dumaresq Mk II Mod.2, Mk 8/13 radar;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_6;24-ft RF, Mk I Mod.6 director, Dumaresq Mk II Mod.3, Mk 13 radar;;;;;;;;;;;;;;x
USA_fire_control_computer_hidden_7;24-ft RF, Mk I Mod.7 director, Dumaresq Mk II Mod.4, Mk 13 radar;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_1;Mk II / Mk III Director;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_2;Mk II / Mk III Mod.1 Director;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_3;Mk II / Mk III Mod.2 Director, Mark 4 radar;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_4;Mk II / Mk III Mod.3 Director, Mark 4/12 radar;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_5;Mk II / Mk III Mod.4 Director, Mark 12 radar;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_6;Mk II / Mk III Mod.5 Director, Mark 12/SG radar;;;;;;;;;;;;;;x
USA_AAA_control_computer_hidden_7;Mk II / Mk III Mod.6 Director, Mark 12/SG radar;;;;;;;;;;;;;;x
USA_floatplane_dev_scout_hidden_1;Curtiss SOC-1 Seagull / Vought O3U Corsair;;;;;;;;;;;;;;x
USA_floatplane_dev_scout_hidden_2;Curtiss SOC-2 Seagull / Vought O3U Corsair;;;;;;;;;;;;;;x
USA_floatplane_dev_scout_hidden_3;Curtiss SOC-3 Seagull / Curtiss SO3C Seamew;;;;;;;;;;;;;;x
USA_floatplane_dev_scout_hidden_4;Curtiss SOC-4 Seagull / Curtiss SO3C Seamew;;;;;;;;;;;;;;x
USA_floatplane_dev_torpedo_hidden_1;Curtiss SOC-1 Seagull;;;;;;;;;;;;;;x
USA_floatplane_dev_torpedo_hidden_2;Curtiss SOC-2 Seagull;;;;;;;;;;;;;;x
USA_floatplane_dev_torpedo_hidden_3;Curtiss SOC-3 Seagull;;;;;;;;;;;;;;x
USA_floatplane_dev_torpedo_hidden_4;Curtiss SOC-4 Seagull;;;;;;;;;;;;;;x
USA_floatplane_dev_fighter_hidden_1;F6C-4 / F6C-3;;;;;;;;;;;;;;x
USA_floatplane_dev_fighter_hidden_2;BF2C-1;;;;;;;;;;;;;;x
USA_floatplane_dev_fighter_hidden_3;BF2C-1 / Curtiss SO3C Seamew;;;;;;;;;;;;;;x
USA_floatplane_dev_fighter_hidden_4;Curtiss SO3C Seamew;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_1;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_2;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_3;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_4;20mm Oerlikon cannon, .50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_5;20mm Oerlikon Mk 4, 40mm Bofors Mk I/II;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_6;40mm Bofors Mk I/II, 20mm Oerlikon Mk 4;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_7;40mm Bofors Mk II, 20mm Oerlikon Mk 4;;;;;;;;;;;;;;x
USA_capital_ship_light_anti_air_artilery_hidden_8;40mm Bofors Mk II;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_1;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_2;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_3;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_4;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_5;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_6;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_7;;;;;;;;;;;;;;x
USA_capital_ship_medium_anti_air_artilery_hidden_8;;;;;;;;;;;;;;x
USA_capital_ship_heavy_anti_air_artilery_hidden_1;3"/23 caliber Mark 6/8, 5"/25 caliber Mark 3/4;;;;;;;;;;;;;;x
USA_capital_ship_heavy_anti_air_artilery_hidden_2;5"/25 caliber Mark 3/4, 3"/50 caliber Mark 22/24;;;;;;;;;;;;;;x
USA_capital_ship_heavy_anti_air_artilery_hidden_3;5"/38 caliber Mark 12/32, 3"/50 caliber Mark 22/24;;;;;;;;;;;;;;x
USA_capital_ship_heavy_anti_air_artilery_hidden_4;5"/38 caliber Mark 12/32;;;;;;;;;;;;;;x
USA_capital_ship_heavy_anti_air_artilery_hidden_5;5"/38 caliber Mark 32;;;;;;;;;;;;;;x
USA#########################################################################;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_0;;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_1;BuShips 1918 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_2;BuShips 1931 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_3;BuShips 1934 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_4;BuShips 1937 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_5;BuShips 1940 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_6;BuShips 1943 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_7;BuShips 1946 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_8;BuShips 1949 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_light_carrier_technology_hidden_9;BuShips 1952 Light Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_technology_hidden_1;BuShips 1918 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_technology_hidden_2;BuShips 1930 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_technology_hidden_3;BuShips 1933 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_1;BuShips 1936 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_2;BuShips 1939 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_3;BuShips 1942 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_4;BuShips 1945 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_5;BuShips 1948 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_class_hidden_6;BuShips 1951 Fleet Carrier Blueprint;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_1;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_2;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_3;.50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_4;20mm Oerlikon cannon, .50 caliber M2 Browning;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_5;20mm Oerlikon Mk 4, 40mm Bofors Mk I/II;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_6;40mm Bofors Mk I/II, 20mm Oerlikon Mk 4;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_7;40mm Bofors Mk II, 20mm Oerlikon Mk 4;;;;;;;;;;;;;;x
USA_carrier_light_anti_air_artilery_hidden_8;40mm Bofors Mk II;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_1;3"/23 caliber Mark 6/8, 5"/25 caliber Mark 3/4;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_2;5"/25 caliber Mark 3/4, 3"/50 caliber Mark 22/24;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_3;5"/38 caliber Mark 12/32, 3"/50 caliber Mark 22/24;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_4;5"/38 caliber Mark 12/32;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_5;5"/38 caliber Mark 32;;;;;;;;;;;;;;x
USA_carrier_heavy_anti_air_artilery_hidden_6;5"/38 caliber Mark 36;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_1;4 Blades, Ni-Al-Bronze, 5.18m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_2;4 Blades, Ni-Al-Bronze, 5.18-5.49m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_3;4 Blades, Ni-Al-Bronze, 5.49m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_4;4 Blades, Ni-Al-Bronze, 5.49m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_5;4 Blades, Ni-Al-Bronze, 5.79m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_6;4 Blades, Ni-Al-Bronze, 6.1m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_7;4 Blades, Ni-Al-Bronze, 6.2m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_8;4 Blades, Ni-Al-Bronze, 6.3m pitch;;;;;;;;;;;;;;x
USA_carrier_screws_optimisation_hidden_9;4 Blades, Ni-Al-Bronze, 6.4m pitch;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_1;Balanced Rudder, 1.300 sq ft, 10.500 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_2;Balanced Rudder, 1.250 sq ft, 10.500 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_3;Balanced Rudder, 1.450 sq ft, 11.500 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_4;Balanced Rudder, 1.600 sq ft, 12.000 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_5;Balanced Rudder, 1.700 sq ft, 14.000 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_6;Balanced Rudder, 2.100 sq ft, 14.000 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_7;Balanced Rudder, 2.150 sq ft, 15.000 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_8;Balanced Rudder, 2.200 sq ft, 15.500 psi;;;;;;;;;;;;;;x
USA_carrier_rudder_optimisation_hidden_9;Balanced Rudder, 2.300 sq ft, 15.500 psi;;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_1;BuShips Hull Blueprint 1918;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_2;BuShips Hull Blueprint 1929;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_3;BuShips Hull Blueprint 1932;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_4;BuShips Hull Blueprint 1935;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_5;BuShips Hull Blueprint 1938;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_6;BuShips Hull Blueprint 1941;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_7;BuShips Hull Blueprint 1944;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_8;BuShips Hull Blueprint 1947;;;;;;;;;;;;;x
USA_carrier_hull_shape_optimisation_hidden_9;BuShips Hull Blueprint 1950;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_1;Magazines: 25mm Avgas: 25mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_2;Magazines: 37mm Avgas: 25mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_3;Magazines: 51mm Avgas: 37mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_4;Magazines: 51mm Avgas: 51mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_5;Magazines: 51mm Avgas: 51mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_6;Magazines: 64mm Avgas: 64mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_7;Magazines: 70mm Avgas: 64mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_8;Magazines: 70mm Avgas: 70mm;;;;;;;;;;;;;;x
USA_carrier_armour_thickness_hidden_9;Magazines: 75mm Avgas: 70mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_1;Magazines: 10mm Avgas: 10mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_2;Magazines: 30mm Avgas: 15mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_3;Magazines: 40mm Avgas: 25mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_4;Magazines: 70mm Avgas: 30mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_5;Magazines: 83mm Avgas: 38mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_6;Magazines: 102mm Avgas: 51mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_7;Magazines: 102mm Avgas: 55mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_8;Magazines: 102mm Avgas: 76mm;;;;;;;;;;;;;;x
USA_light_carrier_armour_thickness_hidden_9;Magazines: 110mm Avgas: 76mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_1;Main Belt: CV:102mm CVL:30mm Hangar: CV:25mm CVL:10mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_2;Main Belt: CV:127mm CVL:45mm Hangar: CV:25mm CVL:20mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_3;Main Belt: CV:152mm CVL:57mm Hangar: CV:38mm CVL:25mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_4;Main Belt: CV:178mm CVL:70mm Hangar: CV:38mm CVL:30mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_5;Main Belt: CV:178mm CVL:83mm Hangar: CV:51mm CVL:38mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_6;Main Belt: CV:203mm CVL:102mm Hangar: CV:51mm CVL:38mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_7;Main Belt: CV:203mm CVL:102mm Hangar: CV:60mm CVL:45mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_8;Main Belt: CV:203mm CVL:110mm Hangar: CV:70mm CVL:45mm;;;;;;;;;;;;;;x
USA_carrier_vertical_protection_hidden_9;Main Belt: CV:203mm CVL:110mm Hangar: CV:80mm CVL:50mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_1;Flight deck: CV: 0mm CVL:10mm Hangar deck: CV: 0mm CVL:10mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_2;Flight deck: CV:10mm CVL:20mm Hangar deck: CV:10mm CVL:10mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_3;Flight deck: CV:20mm CVL:25mm Hangar deck: CV:25mm CVL:15mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_4;Flight deck: CV:30mm CVL:30mm Hangar deck: CV:35mm CVL:20mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_5;Flight deck: CV:38mm CVL:38mm Hangar deck: CV:51mm CVL:25mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_6;Flight deck: CV:38mm CVL:38mm Hangar deck: CV:51mm CVL:25mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_7;Flight deck: CV:45mm CVL:38mm Hangar deck: CV:60mm CVL:30mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_8;Flight deck: CV:55mm CVL:45mm Hangar deck: CV:70mm CVL:30mm;;;;;;;;;;;;;;x
USA_carrier_horizontal_protection_hidden_9;Flight deck: CV:65mm CVL:55mm Hangar deck: CV:80mm CVL:35mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_1;2.4m/0mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_2;2.4m/15mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_3;2.5m/55mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_4;2.5m/65mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_5;2.5m/75mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_6;2.5m/85mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_7;2.7m/95mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_8;3m/100mm;;;;;;;;;;;;;;x
USA_carrier_torpedo_protection_hidden_9;3.5m/120mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_1;CV: 102mm / CVL: 25mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_2;CV: 114mm / CVL: 35mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_3;CV: 127mm / CVL: 50mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_4;CV: 140mm / CVL: 60mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_5;CV: 152mm / CVL: 76mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_6;CV: 203mm / CVL: 76mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_7;CV: 203mm / CVL: 85mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_8;CV: 215mm / CVL: 85mm;;;;;;;;;;;;;;x
USA_carrier_bulkheads_layout_hidden_9;CV: 215mm / CVL: 100mm;;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_1;BuShips Hangar Layout Blueprint 1918;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_2;BuShips Hangar Layout Blueprint 1929;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_3;BuShips Hangar Layout Blueprint 1932;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_4;BuShips Hangar Layout Blueprint 1935;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_5;BuShips Hangar Layout Blueprint 1938;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_6;BuShips Hangar Layout Blueprint 1941;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_7;BuShips Hangar Layout Blueprint 1944;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_8;BuShips Hangar Layout Blueprint 1947;;;;;;;;;;;;;x
USA_carrier_hanger_hidden_9;BuShips Hangar Layout Blueprint 1950;;;;;;;;;;;;;x
USA_escort_carrier_technology_hidden_1;;;;;;;;;;;;;;;x
USA_seaplane_tender_technology_hidden_1;;;;;;;;;;;;;;;x
USA_carrier_deck_armour_optimisation_hidden_1;;;;;;;;;;;;;;;x
USA_carrier_flight_deck_optimisation_hidden_1;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_1;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_2;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_3;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_4;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_5;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_6;;;;;;;;;;;;;;;x
USA_carrier_damage_control_hidden_7;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_1;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_2;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_3;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_4;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_5;;;;;;;;;;;;;;;x
USA_cag_fighter_hidden_6;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_1;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_2;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_3;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_4;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_5;;;;;;;;;;;;;;;x
USA_cag_bomber_hidden_6;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_1;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_2;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_3;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_4;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_5;;;;;;;;;;;;;;;x
USA_cag_torpedo_hidden_6;;;;;;;;;;;;;;;x
USA_off_center_elevators_hidden_1;;;;;;;;;;;;;;;x
USA_carrier_catapults_hidden_1;H-1;;;;;;;;;;;;;;x
